victim_race,victim_age,victim_sex,city,state,disposition,year
Black,15,Male,Philadelphia,PA,Open/No arrest,2007
Black,36,Male,Philadelphia,PA,Open/No arrest,2007
Black,21,Male,Philadelphia,PA,Open/No arrest,2007
Black,17,Male,Philadelphia,PA,Open/No arrest,2007
Black,23,Male,Philadelphia,PA,Open/No arrest,2007
Black,40,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,45,Male,Philadelphia,PA,Open/No arrest,2007
Black,20,Male,Philadelphia,PA,Open/No arrest,2007
Black,24,Male,Philadelphia,PA,Open/No arrest,2007
Black,54,Male,Philadelphia,PA,Open/No arrest,2007
Black,21,Male,Philadelphia,PA,Open/No arrest,2007
Black,19,Male,Philadelphia,PA,Open/No arrest,2007
Black,24,Male,Philadelphia,PA,Open/No arrest,2007
Black,25,Male,Philadelphia,PA,Open/No arrest,2007
Black,25,Male,Philadelphia,PA,Open/No arrest,2007
White,42,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,44,Male,Philadelphia,PA,Open/No arrest,2007
Black,23,Male,Philadelphia,PA,Open/No arrest,2007
Black,34,Male,Philadelphia,PA,Open/No arrest,2007
Black,23,Male,Philadelphia,PA,Open/No arrest,2007
Black,50,Male,Philadelphia,PA,Open/No arrest,2007
Black,47,Male,Philadelphia,PA,Open/No arrest,2007
Black,20,Male,Philadelphia,PA,Open/No arrest,2007
Black,26,Male,Philadelphia,PA,Open/No arrest,2007
Black,19,Male,Philadelphia,PA,Open/No arrest,2007
Black,26,Male,Philadelphia,PA,Open/No arrest,2007
Black,23,Male,Philadelphia,PA,Open/No arrest,2007
Black,48,Male,Philadelphia,PA,Open/No arrest,2007
Black,28,Male,Philadelphia,PA,Open/No arrest,2007
White,35,Male,Philadelphia,PA,Open/No arrest,2007
Black,32,Female,Philadelphia,PA,Open/No arrest,2007
Black,23,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,39,Male,Philadelphia,PA,Open/No arrest,2008
Black,26,Male,Philadelphia,PA,Open/No arrest,2008
Black,19,Male,Philadelphia,PA,Open/No arrest,2008
Black,24,Male,Philadelphia,PA,Open/No arrest,2008
Black,35,Male,Philadelphia,PA,Open/No arrest,2008
Black,37,Male,Philadelphia,PA,Open/No arrest,2008
Black,50,Male,Philadelphia,PA,Open/No arrest,2008
Black,39,Male,Philadelphia,PA,Open/No arrest,2008
Black,43,Male,Philadelphia,PA,Open/No arrest,2008
Black,23,Male,Philadelphia,PA,Open/No arrest,2008
Black,32,Female,Philadelphia,PA,Open/No arrest,2008
Black,23,Male,Philadelphia,PA,Open/No arrest,2008
Black,24,Male,Philadelphia,PA,Open/No arrest,2008
Black,37,Male,Philadelphia,PA,Open/No arrest,2008
Black,29,Male,Philadelphia,PA,Open/No arrest,2008
Black,26,Male,Philadelphia,PA,Open/No arrest,2008
Black,19,Male,Philadelphia,PA,Open/No arrest,2008
Hispanic,35,Male,Philadelphia,PA,Open/No arrest,2008
White,50,Male,Philadelphia,PA,Open/No arrest,2008
Black,30,Male,Philadelphia,PA,Open/No arrest,2008
Black,25,Male,Philadelphia,PA,Open/No arrest,2008
Black,20,Male,Philadelphia,PA,Open/No arrest,2008
White,50,Male,Philadelphia,PA,Open/No arrest,2008
Black,28,Male,Philadelphia,PA,Open/No arrest,2008
Black,21,Male,Philadelphia,PA,Open/No arrest,2008
Black,26,Male,Philadelphia,PA,Open/No arrest,2008
Black,20,Male,Philadelphia,PA,Open/No arrest,2008
Asian,62,Male,Philadelphia,PA,Open/No arrest,2008
Black,46,Male,Philadelphia,PA,Open/No arrest,2008
Black,32,Male,Philadelphia,PA,Open/No arrest,2008
Black,43,Male,Philadelphia,PA,Open/No arrest,2008
Black,19,Male,Philadelphia,PA,Open/No arrest,2008
Black,19,Female,Philadelphia,PA,Open/No arrest,2008
Black,29,Male,Philadelphia,PA,Open/No arrest,2008
Black,19,Male,Philadelphia,PA,Open/No arrest,2008
Black,21,Male,Philadelphia,PA,Open/No arrest,2008
Black,28,Male,Philadelphia,PA,Open/No arrest,2008
White,36,Female,Philadelphia,PA,Open/No arrest,2008
Hispanic,46,Male,Philadelphia,PA,Open/No arrest,2008
Asian,22,Male,Philadelphia,PA,Open/No arrest,2008
Hispanic,21,Male,Philadelphia,PA,Open/No arrest,2008
Black,32,Male,Philadelphia,PA,Open/No arrest,2008
Black,38,Male,Philadelphia,PA,Open/No arrest,2008
Black,22,Male,Philadelphia,PA,Open/No arrest,2008
Black,18,Male,Philadelphia,PA,Open/No arrest,2008
Black,23,Male,Philadelphia,PA,Open/No arrest,2008
Black,37,Female,Philadelphia,PA,Open/No arrest,2008
Black,32,Male,Philadelphia,PA,Open/No arrest,2008
Black,17,Male,Philadelphia,PA,Open/No arrest,2008
Black,34,Male,Philadelphia,PA,Open/No arrest,2008
Black,20,Male,Philadelphia,PA,Open/No arrest,2008
Black,21,Male,Philadelphia,PA,Open/No arrest,2008
Black,22,Male,Philadelphia,PA,Open/No arrest,2008
Black,26,Male,Philadelphia,PA,Open/No arrest,2008
Black,37,Male,Philadelphia,PA,Open/No arrest,2008
Black,19,Male,Philadelphia,PA,Open/No arrest,2008
Black,25,Male,Philadelphia,PA,Open/No arrest,2008
White,24,Male,Philadelphia,PA,Open/No arrest,2008
Black,36,Male,Philadelphia,PA,Open/No arrest,2008
Black,28,Male,Philadelphia,PA,Open/No arrest,2008
Black,19,Male,Philadelphia,PA,Open/No arrest,2008
Black,35,Male,Philadelphia,PA,Open/No arrest,2008
Black,19,Male,Philadelphia,PA,Open/No arrest,2008
Black,48,Male,Philadelphia,PA,Open/No arrest,2008
Hispanic,32,Male,Philadelphia,PA,Open/No arrest,2008
White,20,Male,Philadelphia,PA,Open/No arrest,2008
Black,34,Male,Philadelphia,PA,Open/No arrest,2008
Black,22,Male,Philadelphia,PA,Open/No arrest,2008
Black,41,Male,Philadelphia,PA,Open/No arrest,2008
Hispanic,47,Male,Philadelphia,PA,Open/No arrest,2008
White,47,Male,Philadelphia,PA,Open/No arrest,2008
Hispanic,37,Male,Philadelphia,PA,Open/No arrest,2008
Black,29,Male,Philadelphia,PA,Open/No arrest,2008
Black,27,Male,Philadelphia,PA,Open/No arrest,2008
Black,30,Male,Philadelphia,PA,Open/No arrest,2008
Black,25,Male,Philadelphia,PA,Open/No arrest,2008
Black,26,Male,Philadelphia,PA,Open/No arrest,2008
White,24,Male,Philadelphia,PA,Open/No arrest,2008
Black,36,Male,Philadelphia,PA,Open/No arrest,2008
Black,21,Male,Philadelphia,PA,Open/No arrest,2008
Black,35,Female,Philadelphia,PA,Open/No arrest,2008
White,45,Male,Philadelphia,PA,Open/No arrest,2008
Black,27,Male,Philadelphia,PA,Open/No arrest,2008
Hispanic,35,Male,Philadelphia,PA,Open/No arrest,2008
Black,47,Male,Philadelphia,PA,Open/No arrest,2008
Hispanic,19,Male,Philadelphia,PA,Open/No arrest,2008
Black,42,Male,Philadelphia,PA,Open/No arrest,2008
Black,43,Male,Philadelphia,PA,Open/No arrest,2008
Hispanic,49,Male,Philadelphia,PA,Open/No arrest,2008
Hispanic,24,Male,Philadelphia,PA,Open/No arrest,2008
Black,18,Male,Philadelphia,PA,Open/No arrest,2008
Black,16,Male,Philadelphia,PA,Open/No arrest,2008
Black,20,Male,Philadelphia,PA,Open/No arrest,2008
Black,24,Female,Philadelphia,PA,Open/No arrest,2008
Black,19,Male,Philadelphia,PA,Open/No arrest,2008
White,66,Male,Philadelphia,PA,Open/No arrest,2008
White,65,Male,Philadelphia,PA,Open/No arrest,2008
Black,22,Male,Philadelphia,PA,Open/No arrest,2008
Black,30,Male,Philadelphia,PA,Open/No arrest,2008
Black,25,Male,Philadelphia,PA,Open/No arrest,2008
White,30,Male,Philadelphia,PA,Open/No arrest,2008
Black,16,Male,Philadelphia,PA,Open/No arrest,2008
Black,24,Male,Philadelphia,PA,Open/No arrest,2008
Black,30,Male,Philadelphia,PA,Open/No arrest,2008
Black,29,Male,Philadelphia,PA,Open/No arrest,2008
Black,34,Male,Philadelphia,PA,Open/No arrest,2008
Hispanic,35,Male,Philadelphia,PA,Open/No arrest,2009
Black,24,Male,Philadelphia,PA,Open/No arrest,2009
Black,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,30,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,34,Male,Philadelphia,PA,Open/No arrest,2009
Black,52,Male,Philadelphia,PA,Open/No arrest,2009
Black,30,Male,Philadelphia,PA,Open/No arrest,2009
Black,35,Male,Philadelphia,PA,Open/No arrest,2009
White,33,Male,Philadelphia,PA,Open/No arrest,2009
Black,43,Male,Philadelphia,PA,Open/No arrest,2009
Black,53,Female,Philadelphia,PA,Open/No arrest,2009
Black,24,Male,Philadelphia,PA,Open/No arrest,2009
Black,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,29,Male,Philadelphia,PA,Open/No arrest,2009
Black,21,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,21,Male,Philadelphia,PA,Open/No arrest,2009
Asian,67,Male,Philadelphia,PA,Open/No arrest,2009
Black,33,Male,Philadelphia,PA,Open/No arrest,2009
Black,30,Male,Philadelphia,PA,Open/No arrest,2009
White,31,Female,Philadelphia,PA,Open/No arrest,2009
Black,18,Male,Philadelphia,PA,Open/No arrest,2009
Black,28,Male,Philadelphia,PA,Open/No arrest,2009
Black,20,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,23,Male,Philadelphia,PA,Open/No arrest,2009
Black,54,Male,Philadelphia,PA,Open/No arrest,2009
Black,16,Male,Philadelphia,PA,Open/No arrest,2009
Black,46,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,39,Male,Philadelphia,PA,Open/No arrest,2009
Black,24,Male,Philadelphia,PA,Open/No arrest,2009
Black,25,Male,Philadelphia,PA,Open/No arrest,2009
Black,22,Male,Philadelphia,PA,Open/No arrest,2009
Black,21,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,30,Male,Philadelphia,PA,Open/No arrest,2009
Black,41,Male,Philadelphia,PA,Open/No arrest,2009
Black,26,Male,Philadelphia,PA,Open/No arrest,2009
Black,21,Male,Philadelphia,PA,Open/No arrest,2009
Black,23,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,24,Male,Philadelphia,PA,Open/No arrest,2009
Black,29,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,22,Male,Philadelphia,PA,Open/No arrest,2009
Black,36,Male,Philadelphia,PA,Open/No arrest,2009
Black,24,Male,Philadelphia,PA,Open/No arrest,2009
Black,28,Male,Philadelphia,PA,Open/No arrest,2009
Black,37,Male,Philadelphia,PA,Open/No arrest,2009
Black,30,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,48,Male,Philadelphia,PA,Open/No arrest,2009
Black,29,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,28,Male,Philadelphia,PA,Open/No arrest,2009
Black,28,Male,Philadelphia,PA,Open/No arrest,2009
Black,24,Male,Philadelphia,PA,Open/No arrest,2009
Black,38,Male,Philadelphia,PA,Open/No arrest,2009
Black,22,Male,Philadelphia,PA,Open/No arrest,2009
Black,39,Male,Philadelphia,PA,Open/No arrest,2009
Black,40,Male,Philadelphia,PA,Open/No arrest,2009
Black,23,Male,Philadelphia,PA,Open/No arrest,2009
Black,33,Male,Philadelphia,PA,Open/No arrest,2009
Black,51,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,49,Male,Philadelphia,PA,Open/No arrest,2009
Black,35,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,53,Male,Philadelphia,PA,Open/No arrest,2009
Black,23,Male,Philadelphia,PA,Open/No arrest,2009
Black,18,Male,Philadelphia,PA,Open/No arrest,2009
Black,23,Male,Philadelphia,PA,Open/No arrest,2009
Black,41,Female,Philadelphia,PA,Open/No arrest,2009
Hispanic,22,Male,Philadelphia,PA,Open/No arrest,2009
Black,72,Male,Philadelphia,PA,Open/No arrest,2009
Black,29,Male,Philadelphia,PA,Open/No arrest,2009
Black,21,Male,Philadelphia,PA,Open/No arrest,2009
Black,27,Male,Philadelphia,PA,Open/No arrest,2009
Black,21,Male,Philadelphia,PA,Open/No arrest,2009
Black,24,Male,Philadelphia,PA,Open/No arrest,2009
Black,33,Male,Philadelphia,PA,Open/No arrest,2009
Black,18,Male,Philadelphia,PA,Open/No arrest,2009
Black,18,Male,Philadelphia,PA,Open/No arrest,2009
Black,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,23,Male,Philadelphia,PA,Open/No arrest,2009
Black,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,21,Male,Philadelphia,PA,Open/No arrest,2009
Black,32,Male,Philadelphia,PA,Open/No arrest,2009
White,22,Male,Philadelphia,PA,Open/No arrest,2009
Black,41,Female,Philadelphia,PA,Open/No arrest,2009
Black,18,Male,Philadelphia,PA,Open/No arrest,2009
White,30,Male,Philadelphia,PA,Open/No arrest,2009
Black,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,46,Male,Philadelphia,PA,Open/No arrest,2009
Black,22,Female,Philadelphia,PA,Open/No arrest,2009
Black,30,Male,Philadelphia,PA,Open/No arrest,2009
Black,32,Male,Philadelphia,PA,Open/No arrest,2009
Black,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,20,Male,Philadelphia,PA,Open/No arrest,2009
Black,21,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,43,Male,Philadelphia,PA,Open/No arrest,2009
Black,22,Male,Philadelphia,PA,Open/No arrest,2009
Black,30,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,31,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,46,Male,Philadelphia,PA,Open/No arrest,2009
Hispanic,34,Male,Philadelphia,PA,Open/No arrest,2010
Black,27,Male,Philadelphia,PA,Open/No arrest,2010
Black,32,Male,Philadelphia,PA,Open/No arrest,2010
Black,36,Male,Philadelphia,PA,Open/No arrest,2010
Black,18,Male,Philadelphia,PA,Open/No arrest,2010
Black,18,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,19,Male,Philadelphia,PA,Open/No arrest,2010
Black,19,Male,Philadelphia,PA,Open/No arrest,2010
Black,24,Male,Philadelphia,PA,Open/No arrest,2010
Black,29,Male,Philadelphia,PA,Open/No arrest,2010
Black,19,Male,Philadelphia,PA,Open/No arrest,2010
Black,37,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,31,Male,Philadelphia,PA,Open/No arrest,2010
Black,20,Male,Philadelphia,PA,Open/No arrest,2010
Black,17,Male,Philadelphia,PA,Open/No arrest,2010
Black,50,Male,Philadelphia,PA,Open/No arrest,2010
Black,20,Male,Philadelphia,PA,Open/No arrest,2010
Black,22,Male,Philadelphia,PA,Open/No arrest,2010
Black,21,Male,Philadelphia,PA,Open/No arrest,2010
Black,20,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,29,Male,Philadelphia,PA,Open/No arrest,2010
Black,22,Male,Philadelphia,PA,Open/No arrest,2010
Black,29,Male,Philadelphia,PA,Open/No arrest,2010
Black,39,Male,Philadelphia,PA,Open/No arrest,2010
Black,25,Male,Philadelphia,PA,Open/No arrest,2010
Asian,66,Male,Philadelphia,PA,Open/No arrest,2010
Black,31,Male,Philadelphia,PA,Open/No arrest,2010
Black,19,Male,Philadelphia,PA,Open/No arrest,2010
Black,42,Female,Philadelphia,PA,Open/No arrest,2010
Black,21,Male,Philadelphia,PA,Open/No arrest,2010
Black,18,Male,Philadelphia,PA,Open/No arrest,2010
Black,25,Male,Philadelphia,PA,Open/No arrest,2010
Black,22,Male,Philadelphia,PA,Open/No arrest,2010
Black,22,Male,Philadelphia,PA,Open/No arrest,2010
Black,22,Male,Philadelphia,PA,Open/No arrest,2010
Black,32,Male,Philadelphia,PA,Open/No arrest,2010
White,38,Male,Philadelphia,PA,Open/No arrest,2010
Black,30,Male,Philadelphia,PA,Open/No arrest,2010
Black,31,Male,Philadelphia,PA,Open/No arrest,2010
Black,40,Male,Philadelphia,PA,Open/No arrest,2010
Black,47,Male,Philadelphia,PA,Open/No arrest,2010
Black,36,Male,Philadelphia,PA,Open/No arrest,2010
White,45,Female,Philadelphia,PA,Open/No arrest,2010
Black,28,Male,Philadelphia,PA,Open/No arrest,2010
White,28,Male,Philadelphia,PA,Open/No arrest,2010
Black,19,Male,Philadelphia,PA,Open/No arrest,2010
Black,29,Male,Philadelphia,PA,Open/No arrest,2010
Black,53,Male,Philadelphia,PA,Open/No arrest,2010
Black,23,Male,Philadelphia,PA,Open/No arrest,2010
Black,23,Male,Philadelphia,PA,Open/No arrest,2010
Black,25,Male,Philadelphia,PA,Open/No arrest,2010
Black,22,Female,Philadelphia,PA,Open/No arrest,2010
Black,19,Male,Philadelphia,PA,Open/No arrest,2010
Black,17,Male,Philadelphia,PA,Open/No arrest,2010
Black,51,Male,Philadelphia,PA,Open/No arrest,2010
Black,20,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,24,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,31,Male,Philadelphia,PA,Open/No arrest,2010
White,20,Male,Philadelphia,PA,Open/No arrest,2010
Black,24,Male,Philadelphia,PA,Open/No arrest,2010
Black,34,Male,Philadelphia,PA,Open/No arrest,2010
Black,30,Male,Philadelphia,PA,Open/No arrest,2010
Black,35,Male,Philadelphia,PA,Open/No arrest,2010
Black,18,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,22,Female,Philadelphia,PA,Open/No arrest,2010
Black,36,Male,Philadelphia,PA,Open/No arrest,2010
Black,21,Male,Philadelphia,PA,Open/No arrest,2010
White,55,Male,Philadelphia,PA,Open/No arrest,2010
Black,18,Male,Philadelphia,PA,Open/No arrest,2010
Black,22,Male,Philadelphia,PA,Open/No arrest,2010
Black,16,Male,Philadelphia,PA,Open/No arrest,2010
Black,21,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,18,Male,Philadelphia,PA,Open/No arrest,2010
Black,24,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,18,Male,Philadelphia,PA,Open/No arrest,2010
Black,20,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,29,Male,Philadelphia,PA,Open/No arrest,2010
Black,30,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,34,Male,Philadelphia,PA,Open/No arrest,2010
Black,31,Male,Philadelphia,PA,Open/No arrest,2010
Black,22,Male,Philadelphia,PA,Open/No arrest,2010
Black,19,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,27,Male,Philadelphia,PA,Open/No arrest,2010
Black,18,Male,Philadelphia,PA,Open/No arrest,2010
Black,56,Male,Philadelphia,PA,Open/No arrest,2010
Black,26,Male,Philadelphia,PA,Open/No arrest,2010
Black,25,Male,Philadelphia,PA,Open/No arrest,2010
Black,42,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,24,Male,Philadelphia,PA,Open/No arrest,2010
Black,48,Male,Philadelphia,PA,Open/No arrest,2010
Black,50,Male,Philadelphia,PA,Open/No arrest,2010
Black,29,Male,Philadelphia,PA,Open/No arrest,2010
Black,30,Male,Philadelphia,PA,Open/No arrest,2010
Hispanic,33,Male,Philadelphia,PA,Open/No arrest,2010
Black,21,Male,Philadelphia,PA,Open/No arrest,2010
Black,49,Male,Philadelphia,PA,Open/No arrest,2010
Black,28,Male,Philadelphia,PA,Open/No arrest,2011
Hispanic,24,Male,Philadelphia,PA,Open/No arrest,2011
White,56,Male,Philadelphia,PA,Open/No arrest,2011
Black,32,Male,Philadelphia,PA,Open/No arrest,2011
Black,22,Male,Philadelphia,PA,Open/No arrest,2011
Black,18,Male,Philadelphia,PA,Open/No arrest,2011
Black,29,Male,Philadelphia,PA,Open/No arrest,2011
Black,45,Male,Philadelphia,PA,Open/No arrest,2011
Black,25,Male,Philadelphia,PA,Open/No arrest,2011
Black,28,Male,Philadelphia,PA,Open/No arrest,2011
Black,44,Male,Philadelphia,PA,Open/No arrest,2011
Black,19,Male,Philadelphia,PA,Open/No arrest,2011
Black,27,Male,Philadelphia,PA,Open/No arrest,2011
Hispanic,19,Female,Philadelphia,PA,Open/No arrest,2011
White,21,Male,Philadelphia,PA,Open/No arrest,2011
Black,29,Male,Philadelphia,PA,Open/No arrest,2011
Black,24,Male,Philadelphia,PA,Open/No arrest,2011
Black,22,Male,Philadelphia,PA,Open/No arrest,2011
Black,26,Male,Philadelphia,PA,Open/No arrest,2011
Black,17,Male,Philadelphia,PA,Open/No arrest,2011
Black,21,Male,Philadelphia,PA,Open/No arrest,2011
Black,30,Male,Philadelphia,PA,Open/No arrest,2011
Black,21,Male,Philadelphia,PA,Open/No arrest,2011
Black,41,Male,Philadelphia,PA,Open/No arrest,2011
Black,26,Male,Philadelphia,PA,Open/No arrest,2011
Black,40,Male,Philadelphia,PA,Open/No arrest,2011
Black,30,Male,Philadelphia,PA,Open/No arrest,2011
Black,21,Male,Philadelphia,PA,Open/No arrest,2011
Black,25,Male,Philadelphia,PA,Open/No arrest,2011
White,55,Male,Philadelphia,PA,Open/No arrest,2011
Black,21,Male,Philadelphia,PA,Open/No arrest,2011
Black,22,Male,Philadelphia,PA,Open/No arrest,2011
Black,55,Male,Philadelphia,PA,Open/No arrest,2011
Black,39,Male,Philadelphia,PA,Open/No arrest,2011
Black,25,Male,Philadelphia,PA,Open/No arrest,2011
Black,27,Male,Philadelphia,PA,Open/No arrest,2011
Black,23,Male,Philadelphia,PA,Open/No arrest,2011
Black,21,Male,Philadelphia,PA,Open/No arrest,2011
White,23,Female,Philadelphia,PA,Open/No arrest,2011
Black,20,Male,Philadelphia,PA,Open/No arrest,2011
Black,18,Male,Philadelphia,PA,Open/No arrest,2011
Black,18,Male,Philadelphia,PA,Open/No arrest,2011
Black,26,Male,Philadelphia,PA,Open/No arrest,2011
Black,18,Male,Philadelphia,PA,Open/No arrest,2011
Hispanic,17,Male,Philadelphia,PA,Open/No arrest,2011
Black,17,Male,Philadelphia,PA,Open/No arrest,2011
Black,22,Male,Philadelphia,PA,Open/No arrest,2011
Black,18,Male,Philadelphia,PA,Open/No arrest,2011
Black,16,Male,Philadelphia,PA,Open/No arrest,2011
Black,57,Male,Philadelphia,PA,Open/No arrest,2011
Black,39,Male,Philadelphia,PA,Open/No arrest,2011
Black,22,Male,Philadelphia,PA,Open/No arrest,2011
Black,26,Male,Philadelphia,PA,Open/No arrest,2011
Black,22,Male,Philadelphia,PA,Open/No arrest,2011
Black,20,Male,Philadelphia,PA,Open/No arrest,2011
Hispanic,29,Male,Philadelphia,PA,Open/No arrest,2011
Black,19,Male,Philadelphia,PA,Open/No arrest,2011
Black,23,Male,Philadelphia,PA,Open/No arrest,2011
Black,22,Male,Philadelphia,PA,Open/No arrest,2011
Black,20,Male,Philadelphia,PA,Open/No arrest,2011
Black,20,Male,Philadelphia,PA,Open/No arrest,2011
Black,24,Male,Philadelphia,PA,Open/No arrest,2011
Black,18,Male,Philadelphia,PA,Open/No arrest,2011
Black,25,Male,Philadelphia,PA,Open/No arrest,2011
Black,49,Male,Philadelphia,PA,Open/No arrest,2011
