victim_race,victim_age,victim_sex,city,state,disposition,year
Black,19,Male,Atlanta,GA,Closed by arrest,2007
Black,23,Male,Atlanta,GA,Closed by arrest,2007
Black,31,Male,Atlanta,GA,Closed without arrest,2007
White,49,Male,Atlanta,GA,Open/No arrest,2007
White,58,Male,Atlanta,GA,Closed without arrest,2007
Black,20,Male,Atlanta,GA,Closed by arrest,2007
Black,29,Male,Atlanta,GA,Closed without arrest,2007
Black,27,Male,Atlanta,GA,Closed without arrest,2007
Black,27,Male,Atlanta,GA,Closed without arrest,2007
Black,18,Male,Atlanta,GA,Closed by arrest,2007
Black,47,Male,Atlanta,GA,Open/No arrest,2007
Black,44,Male,Atlanta,GA,Open/No arrest,2007
Black,47,Male,Atlanta,GA,Closed by arrest,2007
Black,52,Male,Atlanta,GA,Closed by arrest,2007
White,35,Female,Atlanta,GA,Closed by arrest,2007
Black,33,Male,Atlanta,GA,Closed by arrest,2007
Black,38,Male,Atlanta,GA,Closed without arrest,2007
Black,51,Male,Atlanta,GA,Open/No arrest,2007
Black,20,Male,Atlanta,GA,Open/No arrest,2007
Black,39,Male,Atlanta,GA,Closed by arrest,2007
Black,33,Male,Atlanta,GA,Open/No arrest,2007
Black,49,Male,Atlanta,GA,Closed by arrest,2007
Black,58,Male,Atlanta,GA,Closed by arrest,2007
Black,40,Male,Atlanta,GA,Open/No arrest,2007
Black,18,Male,Atlanta,GA,Closed by arrest,2007
Black,18,Male,Atlanta,GA,Open/No arrest,2007
Black,42,Male,Atlanta,GA,Closed by arrest,2007
Black,50,Male,Atlanta,GA,Open/No arrest,2007
Black,15,Female,Atlanta,GA,Closed by arrest,2007
Black,18,Male,Atlanta,GA,Closed by arrest,2007
White,44,Female,Atlanta,GA,Closed by arrest,2007
Black,28,Male,Atlanta,GA,Closed by arrest,2007
Black,78,Male,Atlanta,GA,Closed by arrest,2007
Black,20,Male,Atlanta,GA,Closed by arrest,2007
Black,17,Male,Atlanta,GA,Closed by arrest,2007
Black,30,Male,Atlanta,GA,Closed by arrest,2007
Black,47,Male,Atlanta,GA,Closed by arrest,2007
White,35,Male,Atlanta,GA,Closed by arrest,2007
Black,25,Male,Atlanta,GA,Open/No arrest,2007
Black,40,Male,Atlanta,GA,Closed by arrest,2007
Black,38,Male,Atlanta,GA,Open/No arrest,2008
Hispanic,24,Male,Atlanta,GA,Open/No arrest,2008
Black,17,Male,Atlanta,GA,Closed by arrest,2008
Hispanic,17,Female,Atlanta,GA,Closed by arrest,2008
Hispanic,18,Male,Atlanta,GA,Closed by arrest,2008
Black,31,Male,Atlanta,GA,Closed by arrest,2008
Black,57,Male,Atlanta,GA,Closed by arrest,2008
Black,26,Male,Atlanta,GA,Closed by arrest,2008
Black,46,Male,Atlanta,GA,Open/No arrest,2008
Black,23,Male,Atlanta,GA,Open/No arrest,2008
Black,45,Male,Atlanta,GA,Closed by arrest,2008
Black,25,Male,Atlanta,GA,Open/No arrest,2008
Black,Unknown,Male,Atlanta,GA,Closed by arrest,2008
Black,33,Male,Atlanta,GA,Open/No arrest,2008
Black,26,Male,Atlanta,GA,Open/No arrest,2008
Black,17,Male,Atlanta,GA,Closed by arrest,2008
Hispanic,4,Male,Atlanta,GA,Closed by arrest,2008
Black,26,Male,Atlanta,GA,Closed by arrest,2008
Black,22,Female,Atlanta,GA,Closed without arrest,2008
Black,101,Male,Atlanta,GA,Closed by arrest,2008
Black,36,Male,Atlanta,GA,Closed by arrest,2008
Black,30,Male,Atlanta,GA,Open/No arrest,2008
Black,24,Male,Atlanta,GA,Closed by arrest,2008
Black,43,Male,Atlanta,GA,Closed by arrest,2008
Black,44,Male,Atlanta,GA,Closed by arrest,2008
Black,21,Male,Atlanta,GA,Closed by arrest,2008
Black,62,Male,Atlanta,GA,Open/No arrest,2008
Black,51,Female,Atlanta,GA,Closed by arrest,2008
Black,24,Male,Atlanta,GA,Closed by arrest,2008
Hispanic,29,Male,Atlanta,GA,Open/No arrest,2008
Black,24,Male,Atlanta,GA,Closed without arrest,2008
Black,51,Male,Atlanta,GA,Closed by arrest,2008
Black,35,Male,Atlanta,GA,Closed by arrest,2008
Black,17,Male,Atlanta,GA,Closed by arrest,2008
Black,25,Female,Atlanta,GA,Closed by arrest,2008
Black,37,Male,Atlanta,GA,Closed by arrest,2008
Black,36,Male,Atlanta,GA,Open/No arrest,2008
Black,25,Male,Atlanta,GA,Closed by arrest,2008
Black,42,Male,Atlanta,GA,Closed by arrest,2008
White,44,Female,Atlanta,GA,Closed without arrest,2008
Black,17,Male,Atlanta,GA,Closed by arrest,2008
Black,20,Male,Atlanta,GA,Closed by arrest,2008
Black,56,Male,Atlanta,GA,Closed by arrest,2008
Black,24,Male,Atlanta,GA,Closed by arrest,2008
Black,25,Female,Atlanta,GA,Closed without arrest,2008
Black,31,Male,Atlanta,GA,Open/No arrest,2008
Black,29,Male,Atlanta,GA,Closed by arrest,2008
Black,42,Male,Atlanta,GA,Open/No arrest,2008
Black,25,Male,Atlanta,GA,Open/No arrest,2008
Black,43,Male,Atlanta,GA,Open/No arrest,2008
Black,16,Male,Atlanta,GA,Closed by arrest,2008
Black,21,Male,Atlanta,GA,Open/No arrest,2008
Black,33,Male,Atlanta,GA,Closed by arrest,2008
Black,29,Male,Atlanta,GA,Closed by arrest,2008
White,32,Male,Atlanta,GA,Open/No arrest,2008
Black,48,Male,Atlanta,GA,Closed by arrest,2008
Black,1,Female,Atlanta,GA,Closed by arrest,2008
Black,35,Male,Atlanta,GA,Closed by arrest,2008
Black,17,Male,Atlanta,GA,Closed by arrest,2008
Black,29,Male,Atlanta,GA,Open/No arrest,2008
Black,24,Male,Atlanta,GA,Closed by arrest,2008
Black,22,Male,Atlanta,GA,Closed by arrest,2008
Black,29,Male,Atlanta,GA,Open/No arrest,2008
Black,44,Male,Atlanta,GA,Open/No arrest,2008
Black,28,Male,Atlanta,GA,Closed by arrest,2008
Black,20,Male,Atlanta,GA,Closed by arrest,2008
Black,26,Female,Atlanta,GA,Closed by arrest,2008
Black,48,Male,Atlanta,GA,Closed by arrest,2008
Black,27,Male,Atlanta,GA,Closed by arrest,2008
Black,21,Male,Atlanta,GA,Closed without arrest,2008
Black,33,Male,Atlanta,GA,Closed by arrest,2008
Black,23,Male,Atlanta,GA,Closed by arrest,2008
Black,50,Male,Atlanta,GA,Closed by arrest,2008
White,59,Male,Atlanta,GA,Open/No arrest,2008
Black,44,Male,Atlanta,GA,Closed by arrest,2008
Black,25,Female,Atlanta,GA,Open/No arrest,2008
Black,24,Male,Atlanta,GA,Closed by arrest,2008
Black,18,Male,Atlanta,GA,Closed by arrest,2008
Black,48,Male,Atlanta,GA,Closed by arrest,2008
Black,21,Male,Atlanta,GA,Closed by arrest,2008
Black,46,Male,Atlanta,GA,Open/No arrest,2008
Black,36,Female,Atlanta,GA,Closed by arrest,2008
Black,49,Male,Atlanta,GA,Open/No arrest,2008
Black,38,Female,Atlanta,GA,Closed by arrest,2008
Black,32,Male,Atlanta,GA,Closed by arrest,2008
Black,38,Male,Atlanta,GA,Open/No arrest,2008
Black,30,Male,Atlanta,GA,Closed by arrest,2008
Hispanic,27,Male,Atlanta,GA,Closed by arrest,2008
Black,15,Male,Atlanta,GA,Closed by arrest,2008
Black,17,Male,Atlanta,GA,Closed by arrest,2008
Hispanic,34,Male,Atlanta,GA,Open/No arrest,2008
Hispanic,46,Male,Atlanta,GA,Open/No arrest,2008
Black,44,Male,Atlanta,GA,Closed by arrest,2008
Black,32,Male,Atlanta,GA,Closed by arrest,2008
Black,29,Male,Atlanta,GA,Open/No arrest,2008
Black,47,Female,Atlanta,GA,Closed by arrest,2008
White,29,Male,Atlanta,GA,Closed by arrest,2008
Black,19,Male,Atlanta,GA,Open/No arrest,2008
Black,19,Male,Atlanta,GA,Closed by arrest,2008
Black,38,Male,Atlanta,GA,Open/No arrest,2008
White,47,Female,Atlanta,GA,Open/No arrest,2008
Black,2,Male,Atlanta,GA,Closed by arrest,2008
Black,24,Male,Atlanta,GA,Closed by arrest,2008
Hispanic,55,Male,Atlanta,GA,Closed by arrest,2008
Black,34,Male,Atlanta,GA,Closed by arrest,2008
Black,24,Male,Atlanta,GA,Closed without arrest,2009
White,27,Male,Atlanta,GA,Closed by arrest,2009
Black,19,Male,Atlanta,GA,Closed by arrest,2009
Black,32,Male,Atlanta,GA,Closed by arrest,2009
Black,38,Male,Atlanta,GA,Closed by arrest,2009
Black,Unknown,Female,Atlanta,GA,Closed by arrest,2009
Black,29,Female,Atlanta,GA,Open/No arrest,2009
Black,60,Male,Atlanta,GA,Closed by arrest,2009
Black,49,Male,Atlanta,GA,Closed by arrest,2009
Black,49,Male,Atlanta,GA,Closed by arrest,2009
White,57,Female,Atlanta,GA,Closed by arrest,2009
Black,31,Male,Atlanta,GA,Open/No arrest,2009
Black,44,Male,Atlanta,GA,Open/No arrest,2009
Black,49,Male,Atlanta,GA,Closed by arrest,2009
Black,1,Female,Atlanta,GA,Closed by arrest,2009
Black,58,Female,Atlanta,GA,Closed by arrest,2009
Black,23,Male,Atlanta,GA,Closed by arrest,2009
Other,24,Male,Atlanta,GA,Closed by arrest,2009
Black,28,Male,Atlanta,GA,Closed by arrest,2009
Black,16,Male,Atlanta,GA,Closed by arrest,2009
Black,34,Male,Atlanta,GA,Closed by arrest,2009
Black,13,Male,Atlanta,GA,Closed by arrest,2009
Black,57,Male,Atlanta,GA,Closed by arrest,2009
Black,28,Male,Atlanta,GA,Closed by arrest,2009
Black,20,Male,Atlanta,GA,Closed by arrest,2009
Black,24,Male,Atlanta,GA,Closed by arrest,2009
Black,24,Male,Atlanta,GA,Closed by arrest,2009
Black,32,Male,Atlanta,GA,Open/No arrest,2009
Black,20,Male,Atlanta,GA,Closed by arrest,2009
Black,31,Female,Atlanta,GA,Closed without arrest,2009
Black,26,Male,Atlanta,GA,Closed by arrest,2009
Black,43,Male,Atlanta,GA,Open/No arrest,2009
Black,26,Female,Atlanta,GA,Closed by arrest,2009
Black,25,Male,Atlanta,GA,Closed by arrest,2009
Black,21,Male,Atlanta,GA,Closed without arrest,2009
Black,29,Male,Atlanta,GA,Closed by arrest,2009
Black,34,Male,Atlanta,GA,Open/No arrest,2009
Hispanic,30,Male,Atlanta,GA,Open/No arrest,2009
Black,26,Male,Atlanta,GA,Open/No arrest,2009
White,55,Male,Atlanta,GA,Closed by arrest,2009
Black,36,Male,Atlanta,GA,Closed by arrest,2009
Black,32,Male,Atlanta,GA,Open/No arrest,2009
Black,40,Male,Atlanta,GA,Open/No arrest,2009
Black,18,Male,Atlanta,GA,Closed by arrest,2009
Black,39,Male,Atlanta,GA,Closed by arrest,2009
Black,35,Male,Atlanta,GA,Open/No arrest,2009
Black,15,Male,Atlanta,GA,Closed by arrest,2009
Black,31,Male,Atlanta,GA,Open/No arrest,2009
Black,38,Male,Atlanta,GA,Closed by arrest,2009
Black,46,Male,Atlanta,GA,Closed by arrest,2009
Black,27,Male,Atlanta,GA,Open/No arrest,2009
Black,21,Male,Atlanta,GA,Open/No arrest,2009
Black,48,Male,Atlanta,GA,Closed by arrest,2009
Black,35,Male,Atlanta,GA,Closed by arrest,2009
Black,25,Male,Atlanta,GA,Open/No arrest,2009
Black,20,Female,Atlanta,GA,Closed by arrest,2009
Black,24,Male,Atlanta,GA,Closed by arrest,2009
Other,77,Female,Atlanta,GA,Open/No arrest,2009
Black,39,Male,Atlanta,GA,Open/No arrest,2009
Black,37,Female,Atlanta,GA,Open/No arrest,2009
Black,44,Female,Atlanta,GA,Closed by arrest,2009
Black,29,Male,Atlanta,GA,Open/No arrest,2009
White,43,Male,Atlanta,GA,Open/No arrest,2009
White,66,Female,Atlanta,GA,Closed by arrest,2009
Black,21,Male,Atlanta,GA,Closed by arrest,2009
Black,38,Male,Atlanta,GA,Open/No arrest,2009
Black,19,Male,Atlanta,GA,Open/No arrest,2009
White,60,Male,Atlanta,GA,Closed by arrest,2009
Black,29,Male,Atlanta,GA,Closed by arrest,2009
Black,19,Male,Atlanta,GA,Closed by arrest,2009
Black,68,Female,Atlanta,GA,Closed by arrest,2009
Black,25,Male,Atlanta,GA,Closed without arrest,2009
Black,25,Male,Atlanta,GA,Closed by arrest,2009
Black,21,Male,Atlanta,GA,Closed by arrest,2009
Black,50,Male,Atlanta,GA,Open/No arrest,2009
Black,51,Female,Atlanta,GA,Closed without arrest,2009
Black,30,Female,Atlanta,GA,Closed by arrest,2009
Black,24,Female,Atlanta,GA,Closed by arrest,2009
Black,30,Male,Atlanta,GA,Open/No arrest,2009
Black,46,Male,Atlanta,GA,Open/No arrest,2009
Black,30,Male,Atlanta,GA,Open/No arrest,2010
Black,40,Female,Atlanta,GA,Closed without arrest,2010
Black,39,Male,Atlanta,GA,Open/No arrest,2010
Black,22,Male,Atlanta,GA,Closed by arrest,2010
Black,50,Male,Atlanta,GA,Closed by arrest,2010
Black,25,Male,Atlanta,GA,Closed without arrest,2010
Black,33,Female,Atlanta,GA,Closed by arrest,2010
Black,19,Female,Atlanta,GA,Closed by arrest,2010
Black,28,Male,Atlanta,GA,Open/No arrest,2010
Black,27,Male,Atlanta,GA,Closed by arrest,2010
White,23,Male,Atlanta,GA,Closed by arrest,2010
Black,35,Female,Atlanta,GA,Closed by arrest,2010
Black,32,Male,Atlanta,GA,Open/No arrest,2010
Black,33,Male,Atlanta,GA,Closed by arrest,2010
Black,24,Male,Atlanta,GA,Open/No arrest,2010
Black,26,Female,Atlanta,GA,Closed by arrest,2010
Black,45,Female,Atlanta,GA,Open/No arrest,2010
White,26,Male,Atlanta,GA,Closed by arrest,2010
Black,46,Male,Atlanta,GA,Closed by arrest,2010
White,44,Male,Atlanta,GA,Closed by arrest,2010
Black,32,Male,Atlanta,GA,Closed by arrest,2010
Black,26,Male,Atlanta,GA,Open/No arrest,2010
Black,25,Male,Atlanta,GA,Open/No arrest,2010
Black,29,Male,Atlanta,GA,Open/No arrest,2010
Black,32,Male,Atlanta,GA,Open/No arrest,2010
Black,58,Male,Atlanta,GA,Closed by arrest,2010
Black,23,Male,Atlanta,GA,Closed by arrest,2010
Black,19,Male,Atlanta,GA,Closed by arrest,2010
Black,19,Male,Atlanta,GA,Closed by arrest,2010
Black,28,Male,Atlanta,GA,Closed by arrest,2010
Black,16,Male,Atlanta,GA,Closed by arrest,2010
Black,47,Female,Atlanta,GA,Closed by arrest,2010
Black,33,Male,Atlanta,GA,Closed by arrest,2010
Black,36,Male,Atlanta,GA,Closed by arrest,2010
Black,22,Male,Atlanta,GA,Closed by arrest,2010
Black,27,Male,Atlanta,GA,Closed by arrest,2010
Black,22,Male,Atlanta,GA,Closed by arrest,2010
Black,33,Male,Atlanta,GA,Open/No arrest,2010
Black,30,Male,Atlanta,GA,Closed by arrest,2010
Black,32,Male,Atlanta,GA,Open/No arrest,2010
Asian,62,Male,Atlanta,GA,Closed by arrest,2010
Black,17,Female,Atlanta,GA,Closed by arrest,2010
Black,57,Male,Atlanta,GA,Open/No arrest,2010
Black,26,Male,Atlanta,GA,Open/No arrest,2010
Black,33,Female,Atlanta,GA,Open/No arrest,2010
Black,32,Male,Atlanta,GA,Open/No arrest,2010
Black,32,Male,Atlanta,GA,Open/No arrest,2010
Black,46,Male,Atlanta,GA,Closed by arrest,2010
Black,38,Male,Atlanta,GA,Open/No arrest,2010
Black,47,Male,Atlanta,GA,Open/No arrest,2010
Black,64,Male,Atlanta,GA,Closed by arrest,2010
Black,3,Female,Atlanta,GA,Closed by arrest,2010
Black,39,Male,Atlanta,GA,Open/No arrest,2010
Black,38,Male,Atlanta,GA,Closed by arrest,2010
Black,50,Male,Atlanta,GA,Open/No arrest,2010
Black,28,Female,Atlanta,GA,Open/No arrest,2010
Black,39,Male,Atlanta,GA,Open/No arrest,2010
Black,26,Male,Atlanta,GA,Closed by arrest,2010
Black,21,Male,Atlanta,GA,Closed by arrest,2010
Black,32,Male,Atlanta,GA,Closed by arrest,2010
Black,92,Male,Atlanta,GA,Open/No arrest,2010
Black,69,Male,Atlanta,GA,Open/No arrest,2010
Black,19,Male,Atlanta,GA,Closed by arrest,2010
Black,27,Male,Atlanta,GA,Closed by arrest,2010
Black,25,Male,Atlanta,GA,Closed by arrest,2010
Black,48,Male,Atlanta,GA,Closed by arrest,2010
Hispanic,21,Male,Atlanta,GA,Closed by arrest,2010
Black,31,Male,Atlanta,GA,Closed by arrest,2010
White,52,Male,Atlanta,GA,Closed by arrest,2010
Black,33,Male,Atlanta,GA,Closed by arrest,2010
White,38,Male,Atlanta,GA,Open/No arrest,2010
Black,57,Male,Atlanta,GA,Open/No arrest,2010
Black,23,Male,Atlanta,GA,Closed by arrest,2010
Black,55,Male,Atlanta,GA,Closed by arrest,2010
Black,26,Male,Atlanta,GA,Closed by arrest,2010
Black,30,Female,Atlanta,GA,Closed by arrest,2010
Hispanic,24,Male,Atlanta,GA,Closed by arrest,2010
Black,41,Female,Atlanta,GA,Open/No arrest,2010
Black,19,Male,Atlanta,GA,Closed by arrest,2010
White,25,Female,Atlanta,GA,Closed by arrest,2010
Black,47,Female,Atlanta,GA,Closed by arrest,2010
Black,38,Male,Atlanta,GA,Closed by arrest,2010
White,31,Male,Atlanta,GA,Closed by arrest,2010
Black,25,Male,Atlanta,GA,Open/No arrest,2010
Asian,39,Male,Atlanta,GA,Closed by arrest,2010
Black,23,Male,Atlanta,GA,Open/No arrest,2010
Black,29,Male,Atlanta,GA,Open/No arrest,2010
Black,52,Male,Atlanta,GA,Closed by arrest,2010
Black,27,Male,Atlanta,GA,Closed by arrest,2010
Black,40,Male,Atlanta,GA,Open/No arrest,2010
Black,18,Female,Atlanta,GA,Closed by arrest,2010
Black,51,Male,Atlanta,GA,Closed by arrest,2010
White,71,Female,Atlanta,GA,Open/No arrest,2010
Black,23,Male,Atlanta,GA,Open/No arrest,2011
Black,21,Male,Atlanta,GA,Closed by arrest,2011
Black,21,Male,Atlanta,GA,Open/No arrest,2011
Black,22,Male,Atlanta,GA,Closed by arrest,2011
Black,23,Female,Atlanta,GA,Closed by arrest,2011
Black,26,Male,Atlanta,GA,Open/No arrest,2011
Black,40,Male,Atlanta,GA,Closed by arrest,2011
Black,62,Male,Atlanta,GA,Closed by arrest,2011
Black,44,Male,Atlanta,GA,Closed by arrest,2011
Black,29,Male,Atlanta,GA,Closed by arrest,2011
Black,36,Female,Atlanta,GA,Closed by arrest,2011
Black,24,Male,Atlanta,GA,Closed by arrest,2011
Black,48,Male,Atlanta,GA,Closed by arrest,2011
Black,19,Male,Atlanta,GA,Open/No arrest,2011
Black,19,Male,Atlanta,GA,Closed by arrest,2011
Black,56,Male,Atlanta,GA,Open/No arrest,2011
Black,32,Male,Atlanta,GA,Closed by arrest,2011
Black,1,Male,Atlanta,GA,Closed by arrest,2011
Black,51,Male,Atlanta,GA,Closed by arrest,2011
Black,47,Male,Atlanta,GA,Closed by arrest,2011
Black,37,Male,Atlanta,GA,Closed by arrest,2011
Black,45,Male,Atlanta,GA,Closed without arrest,2011
Black,30,Male,Atlanta,GA,Closed by arrest,2011
Black,26,Male,Atlanta,GA,Closed by arrest,2011
Black,82,Male,Atlanta,GA,Closed by arrest,2011
Black,45,Male,Atlanta,GA,Closed by arrest,2011
Black,0,Male,Atlanta,GA,Closed by arrest,2011
Black,40,Male,Atlanta,GA,Open/No arrest,2011
Black,0,Female,Atlanta,GA,Closed by arrest,2011
Black,57,Female,Atlanta,GA,Closed without arrest,2011
Black,50,Male,Atlanta,GA,Closed by arrest,2011
Black,35,Male,Atlanta,GA,Closed by arrest,2011
Black,29,Male,Atlanta,GA,Closed by arrest,2011
Black,21,Female,Atlanta,GA,Closed by arrest,2011
Black,39,Male,Atlanta,GA,Closed by arrest,2011
Black,47,Male,Atlanta,GA,Closed by arrest,2011
Black,39,Male,Atlanta,GA,Closed by arrest,2011
Black,36,Male,Atlanta,GA,Open/No arrest,2011
Black,33,Male,Atlanta,GA,Closed by arrest,2011
Black,18,Male,Atlanta,GA,Closed by arrest,2011
Black,24,Male,Atlanta,GA,Open/No arrest,2011
Black,27,Female,Atlanta,GA,Closed without arrest,2011
Black,19,Male,Atlanta,GA,Open/No arrest,2011
Black,31,Male,Atlanta,GA,Open/No arrest,2011
White,25,Female,Atlanta,GA,Closed by arrest,2011
Black,21,Male,Atlanta,GA,Closed by arrest,2011
Black,64,Male,Atlanta,GA,Open/No arrest,2011
Black,36,Male,Atlanta,GA,Open/No arrest,2011
Black,25,Male,Atlanta,GA,Open/No arrest,2011
Black,40,Male,Atlanta,GA,Closed by arrest,2011
Black,23,Female,Atlanta,GA,Closed by arrest,2011
Black,35,Male,Atlanta,GA,Open/No arrest,2011
Black,18,Male,Atlanta,GA,Closed by arrest,2011
Black,24,Male,Atlanta,GA,Closed without arrest,2011
Black,49,Female,Atlanta,GA,Closed without arrest,2011
Black,61,Male,Atlanta,GA,Closed by arrest,2011
Black,22,Male,Atlanta,GA,Open/No arrest,2011
Black,28,Male,Atlanta,GA,Closed by arrest,2011
Black,0,Male,Atlanta,GA,Closed by arrest,2011
Black,39,Male,Atlanta,GA,Open/No arrest,2011
Black,34,Female,Atlanta,GA,Open/No arrest,2011
Black,28,Male,Atlanta,GA,Closed by arrest,2011
Black,19,Male,Atlanta,GA,Closed by arrest,2011
Black,36,Male,Atlanta,GA,Closed by arrest,2011
Black,26,Male,Atlanta,GA,Closed by arrest,2011
Black,29,Male,Atlanta,GA,Closed by arrest,2011
Black,19,Male,Atlanta,GA,Closed by arrest,2011
Black,Unknown,Male,Atlanta,GA,Open/No arrest,2011
Black,26,Male,Atlanta,GA,Closed by arrest,2011
Hispanic,4,Male,Atlanta,GA,Open/No arrest,2011
Black,42,Male,Atlanta,GA,Closed by arrest,2011
Black,26,Male,Atlanta,GA,Closed by arrest,2011
Black,46,Male,Atlanta,GA,Closed by arrest,2011
Black,23,Female,Atlanta,GA,Closed by arrest,2011
Black,27,Male,Atlanta,GA,Open/No arrest,2011
Black,4,Female,Atlanta,GA,Closed without arrest,2011
Black,48,Male,Atlanta,GA,Closed by arrest,2011
Black,33,Male,Atlanta,GA,Closed by arrest,2011
Black,31,Male,Atlanta,GA,Closed by arrest,2011
Black,69,Male,Atlanta,GA,Open/No arrest,2011
Black,29,Male,Atlanta,GA,Closed by arrest,2011
Black,24,Male,Atlanta,GA,Closed by arrest,2011
Black,26,Female,Atlanta,GA,Open/No arrest,2011
Black,24,Male,Atlanta,GA,Closed by arrest,2011
Black,38,Male,Atlanta,GA,Open/No arrest,2011
Black,53,Female,Atlanta,GA,Closed by arrest,2011
Black,33,Male,Atlanta,GA,Open/No arrest,2011
Black,17,Male,Atlanta,GA,Closed by arrest,2011
Black,37,Female,Atlanta,GA,Closed by arrest,2012
Black,17,Female,Atlanta,GA,Closed by arrest,2012
Black,30,Male,Atlanta,GA,Closed by arrest,2012
Black,56,Male,Atlanta,GA,Closed by arrest,2012
Black,59,Male,Atlanta,GA,Open/No arrest,2012
White,61,Male,Atlanta,GA,Open/No arrest,2012
Black,35,Female,Atlanta,GA,Open/No arrest,2012
Black,4,Male,Atlanta,GA,Closed by arrest,2012
Other,48,Male,Atlanta,GA,Open/No arrest,2012
Black,15,Female,Atlanta,GA,Closed by arrest,2012
Black,54,Female,Atlanta,GA,Closed by arrest,2012
Black,51,Male,Atlanta,GA,Open/No arrest,2012
Black,24,Male,Atlanta,GA,Closed without arrest,2012
Black,25,Male,Atlanta,GA,Closed by arrest,2012
Black,27,Male,Atlanta,GA,Closed by arrest,2012
Black,44,Male,Atlanta,GA,Closed by arrest,2012
Black,48,Male,Atlanta,GA,Closed by arrest,2012
Black,32,Male,Atlanta,GA,Closed by arrest,2012
Black,28,Male,Atlanta,GA,Closed by arrest,2012
Black,53,Male,Atlanta,GA,Open/No arrest,2012
Black,44,Male,Atlanta,GA,Closed by arrest,2012
Black,19,Male,Atlanta,GA,Closed by arrest,2012
Black,20,Male,Atlanta,GA,Closed by arrest,2012
Black,33,Male,Atlanta,GA,Closed by arrest,2012
Black,60,Male,Atlanta,GA,Closed by arrest,2012
Black,47,Male,Atlanta,GA,Closed by arrest,2012
Black,33,Male,Atlanta,GA,Open/No arrest,2012
Black,56,Male,Atlanta,GA,Closed by arrest,2012
Black,27,Male,Atlanta,GA,Open/No arrest,2012
